"id","PatentClaim","patent_id","text","claim","dependency","sequence","level","gold","expected_claimType"
"31317","7170647-0001","7170647","generation means for generating second binary image data based on the plurality of binary image data and the region information by executing binarization processes in each of the regions associated with the region information extracted by said extracting means, wherein said generation means comprises means for determining each binarization threshold value for each partial region of the color image corresponding to each of the regions associated with the region information extracted by said extracting means; and wherein the second binary image data is generated by binarizing each of the partial regions using the set determined threshold value; and","1","1","5","2","2",2
"31318","7170647-0001","7170647","segmentation processing means for performing region segmentation based on the second binary image data generated by said generation means and the region information extracted by said extracting means.","1","1","6","2","2",2
"31445","7187910-0005","7187910","5. a dual-band transmitter for a dual-band mobile communication terminal, comprising:","5","0","13","1","2",2
"31446","7187910-0005","7187910","a first power amplifier for amplifying power of a first band signal by an amplification factor determined depending on a bias voltage applied thereto, said first band signal being a high-band signal;","5","13","14","2","2",2
"31447","7187910-0005","7187910","a second power amplifier for amplifying power of a second band signal by an amplification factor determined depending on a bias voltage applied thereto, said second band signal being a low-band signal;","5","13","15","2","2",2
"31448","7187910-0005","7187910","a directional coupler for coupling a part of said first band signal power-amplified by said first power amplifier and a part of said second band signal power-amplified by said second power amplifier, respectively, said direction coupler including:","5","13","16","2","2",2
"31449","7187910-0005","7187910","a first transmission device for transmitting said first band signal power-amplified by said first power amplifier;","5","16","17","3","2",2
"31450","7187910-0005","7187910","a first directional coupling device including a first terminal and a second terminal and spaced apart from said first transmission device by a predetermined distance, said first directional coupling device coupling a part of said first band signal from said first transmission device and generating the coupled signal at said first terminal thereof, said second terminal of said first directional coupling device being connected to a ground terminal;","5","16","18","3","2",2
"31451","7187910-0005","7187910","a first inter-digital capacitor having its one side connected to said first transmission device and its other side connected to said first directional coupling device;","5","16","19","3","2",2
"31452","7187910-0005","7187910","a second transmission device for transmitting said second band signal power-amplified by said second power amplifier;","5","16","20","3","2",2
"31453","7187910-0005","7187910","a second directional coupling device including a first terminal and a second terminal and spaced apart from said second transmission device by a predetermined distance, said second directional coupling device coupling a part of said second band signal from said second transmission device and generating the coupled signal at said first terminal thereof, said second terminal of said second directional coupling device being connected to said ground terminal;","5","16","21","3","2",2
"31454","7187910-0005","7187910","a second inter-digital capacitor having its one side connected to said second transmission device and its other side connected to said second directional coupling device;","5","16","22","3","2",2
"31455","7187910-0005","7187910","a first filter connected to said first terminal of said first directional coupling device for high pass filtering the coupled signal from said first directional coupling device; and","5","16","23","3","2",2
"31456","7187910-0005","7187910","a second filter connected to said first terminal of said second directional coupling device for low pass filtering the coupled signal from said second directional coupling device; and","5","16","24","3","2",2
"31457","7187910-0005","7187910","a power amplifier controller for comparing the level of a signal coupled by said directional coupler with a predetermined reference value and regulating said bias voltage to said first power amplifier or second power amplifier according to a difference therebetween to control said amplification factor of said first power amplifier or second power amplifier.","5","13","25","2","2",2
"31736","7210315-0001","7210315","1. a washing machine having a water distributor, comprising:","1","0","1","1","2",2
"31737","7210315-0001","7210315","a washing tub;","1","1","2","2","2",2
"31738","7210315-0001","7210315","a water inlet;","1","1","3","2","2",2
"31739","7210315-0001","7210315","a programming device for controlling a washing program of the washing machine;","1","1","4","2","2",2
"31740","7210315-0001","7210315","a movable element serving to selectively supply a water flow from the water inlet to a plurality of detergent dispenser chambers for carrying a selected detergent solution to the washing tub; and","1","1","5","2","2",2
"31741","7210315-0001","7210315","a series combination of at least two shape memory alloy wires connected to the movable element, each of the wires being controllable to one of a substantially fully activated state and a substantially inactivated state by the programming device in order for the movable element to reach at least three discrete positions wherein each of the at least three discrete positions of the movable element corresponds to one of the plurality of detergent dispenser chambers.","1","1","6","2","2",2
"32370","7255895-0001","7255895","1. a method for generating a plurality of microparticle populations of different dye concentrations wherein dye is loaded into polymer microparticles to generate said microparticle populations, comprising:","1","0","1","1","1",1
"32371","7255895-0001","7255895","(a) providing:","1","1","2","2","1",1
"32372","7255895-0001","7255895","(i) at least one first solvent in which the dye and the microparticle polymer are soluble;","1","2","3","3","1",1
"32373","7255895-0001","7255895","(ii) at least one tuning solvent in which the dye and the microparticle polymer are not or only weakly soluble, said first and tuning solvents being immiscible or at most partially miscible;","1","2","4","3","1",1
"32374","7255895-0001","7255895","(iii) at least one third solvent in which the dye and the microparticle polymer are not or only weakly soluble, said third solvent being miscible with the first and tuning solvents;","1","2","5","3","1",1
"32375","7255895-0001","7255895","(b) forming a plurality of suspensions of said polymer microparticles, each in a designated volume of a mixture including the tuning solvent and the third solvent;","1","1","6","2","1",1
"32376","7255895-0001","7255895","(c) adding to said polymer microparticle suspension a solution including the dye dissolved in said first solvent to form a homogeneous solution in the mixture of the first, tuning and third solvents; and","1","1","7","2","1",1
"32377","7255895-0001","7255895","(d) increasing the uptake of dye into the polymer microparticles in at least one of said populations relative to another of said populations by decreasing the solvency of the mixture of the first, tuning and third solvents for the dye.","1","1","8","2","1",1
"32453","7260471-0001","7260471","1. a drive force control apparatus for a riding type vehicle comprising:","1","0","1","1","2",2
"32454","7260471-0001","7260471","a drive source; and","1","1","2","2","2",2
"32455","7260471-0001","7260471","an abnormality detecting portion for detecting an abnormality of the drive force control apparatus,","1","1","3","2","2",2
"32456","7260471-0001","7260471","wherein the abnormality detecting portion detects the abnormality of the drive force control apparatus by a predetermined abnormality detecting period,","1","1","4","2","2",2
"32457","7260471-0001","7260471","wherein when the abnormality of the drive force control apparatus is detected by the abnormality detecting portion, a primary abnormality processing of the drive force control apparatus is executed, and when the abnormality is not detected, the primary abnormality processing is released and an electronic control at normal time of the drive force control apparatus is executed, and","1","1","5","2","2",2
"32458","7260471-0001","7260471","when an abnormality detecting signal detected by the abnormality detecting portion continues even after elapse of a predetermined abnormality determining time period, the primary abnormality processing is shifted to a secondary abnormality processing.","1","1","6","2","2",2
"32564","7270352-0017","7270352","17. a foot operated door opener comprising:","17","0","20","1","2",2
"32565","7270352-0017","7270352","an elongate assembly for interconnecting a door handle and a bottom end of the door, said elongate assembly including an upper portion for mounting to the door handle on a first side of the door, a lower portion for securing the bottom of the door and an intermediate portion interconnecting said upper and lower portions and for extending along a first side of the door between the handle and the lower end of the door; and","17","20","21","2","2",2
"32566","7270352-0017","7270352","a foot pedal attached to said intermediate portion for being engaged by a person's foot and selectively pushed or pulled to open the door;","17","20","22","2","2",2
"32567","7270352-0017","7270352","said upper portion including a device for operably gripping the door handle and said intermediate portion including an actuator attached to said gripping device such that when said pedal is depressed, said gripping device operates said handle to release the door's latch and allow the door to be opened by pulling or pushing the door pedal; said intermediate portion further including an elongate housing that slidably receives said actuator and said upper portion further including a mounting piece for releasably engaging said housing to a mounting shaft of the door handle; said lower portion including a bracket depending from said housing for engaging and securing to the lower end of the door; said bracket including a hook for wrapping about a lower end of the door and directly engaging the bottom edge and both opposing sides of the door; said foot pedal being held permanently in a nonpivoting, generally horizontal condition.","17","20","23","2","2",2
"32788","7292522-0005","7292522","5. a method for reproducing information from an optical disc on which wobbled grooves are concentrically or spirally formed, and physical address information is recorded by modulating groove wobbles,","5","0","12","1","1",1
"32789","7292522-0005","7292522","wherein address information is formed by m wobbles per bit as a basic unit, and the address information is nrz-recorded, where integer m is the number of wobble waves,","5","12","13","2","1",1
"32790","7292522-0005","7292522","wherein a sync signal used in sync detection of the address information is formed by n wobbles per bit as a basic unit, and the sync signal with that configuration is recorded on the head side of the address information, where integer n is the number of wobble waves and m=2n, said method comprising:","5","12","14","2","1",1
"32791","7292522-0005","7292522","reading the groove wobbles to provide a wobble signal;","5","12","15","2","1",1
"32792","7292522-0005","7292522","generating a waveform signal from the wobble signal; and","5","12","16","2","1",1
"32793","7292522-0005","7292522","detecting the sync signal from the waveform signal.","5","12","17","2","1",1
"32879","7303967-0013","7303967","13. a method for fabricating a transistor of a semiconductor device, the method comprising the steps of:","13","0","30","1","1",1
"32880","7303967-0013","7303967","providing a semiconductor substrate including an isolation layer and a well;","13","30","31","2","1",1
"32881","7303967-0013","7303967","forming a gate electrode by interposing a gate oxide layer between the substrate and the gate electrode;","13","30","32","2","1",1
"32882","7303967-0013","7303967","performing ion implantation respect to the substrate using the gate electrode as a mask, forming a halo ion implantation layer;","13","30","33","2","1",1
"32883","7303967-0013","7303967","performing a low-density ion implantation process with respect to the substrate using the gate electrode as a mask, forming an ldd (lightly doped drain) ion implantation layer, wherein the thickness of the ldd ion implantation layer is less than the thickness of the halo ion implantation layer;","13","30","34","2","1",1
"32884","7303967-0013","7303967","forming an insulation spacer on a sidewall of the gate electrode;","13","30","35","2","1",1
"32885","7303967-0013","7303967","performing the ion implantation process with respect to the substrate using the gate electrode including the insulation spacer as a mask, forming a diffusion barrier;","13","30","36","2","1",1
"32886","7303967-0013","7303967","performing a high-density ion implantation process with respect to the substrate including the diffusion barrier using the gate electrode including the insulation spacer as a mask, forming a source/drain;","13","30","37","2","1",1
"32887","7303967-0013","7303967","performing a first thermal treatment process with respect to a resultant structure including the source/drain, so as to activate impurities in the source/drain, and simultaneously causing a diffusion velocity of the impurities in the source/drain to be reduced by the diffusion barrier; and","13","30","38","2","1",1
"32888","7303967-0013","7303967","depositing a metal layer on the substrate, which passes through the first thermal treatment process, and performing a second thermal treatment process, forming a salicide layer.","13","30","39","2","1",1
"33206","7335858-0022","7335858","22. an apparatus for toasting a food product, comprising:","22","0","29","1","2",2
"33207","7335858-0022","7335858","a toasting chamber adapted for receiving a food product to be toasted, the toasting chamber having first and second sides;","22","29","30","2","2",2
"33208","7335858-0022","7335858","a first infrared heater comprising a first electrically conductive filament inside of a first quartz glass tube, the first infrared heater being located on the first side of the toasting chamber;","22","29","31","2","2",2
"33209","7335858-0022","7335858","a second infrared heater comprising a second electrically conductive filament inside of a second quartz glass tube, the second infrared heater being located on the second side of the toasting chamber;","22","29","32","2","2",2
"33210","7335858-0022","7335858","a first radiant heat reflector located on the first side of the toasting chamber, wherein the first infrared heater is located between the toasting chamber and the first radiant heat reflector; and","22","29","33","2","2",2
"33211","7335858-0022","7335858","a second radiant heat reflector located on the second side of the toasting chamber, wherein the second infrared heater is located between the toasting chamber and the second radiant heat reflector;","22","29","34","2","2",2
"33212","7335858-0022","7335858","wherein the first and second quartz glass tubes have extruded grooves therein so as to pass a desired infrared wavelength from the electrically conductive filament and","22","29","35","2","2",2
"33213","7335858-0022","7335858","wherein the first and second infrared heaters emit infrared radiant heat at a wavelength optimized for toasting of the food product.","22","29","36","2","2",2
"33277","7341733-0004","7341733","4. a method for promoting an anti-tumor response directed against a tumor-related antigen that is present in a mammalian patient, said method comprising:","4","0","7","1","1",1
"33278","7341733-0004","7341733","administering to the patient:","4","7","8","2","1",1
"33279","7341733-0004","7341733","an amount of a composition comprising at least one active agent, wherein the active agent is selected from the group consisting of isolated pertussis toxin and analogs thereof exhibiting adp-ribosyltransferase activity, wherein said analog comprises the s1 subunit of pertussis toxin and effective to promote an immune response against a tumor in a patient having a rumor or previously afflicted with a tumor; and","4","7","9","2","1",1
"33280","7341733-0004","7341733","a suitable carrier or excipient.","4","7","10","2","1",1
"33401","7356046-0001","7356046","1. an apparatus for facilitating communications between a control station and a remote device over a packet-switching network, comprising:","1","0","1","1","2",2
"33402","7356046-0001","7356046","a) a software component having a set of instructions stored on a computer-readable medium and executable by a processor of the control station, the instructions comprising:","1","1","2","2","2",2
"33403","7356046-0001","7356046","i) instructions for communicating data from a host application computer program of the control station to the remote device, comprising:","1","2","3","3","2",2
"33404","7356046-0001","7356046","1) a first transmission portion configured to accept signals from the host application computer program in a non-packet-switched format,","1","3","4","4","2",2
"33405","7356046-0001","7356046","2) a second transmission portion configured to convert the host application computer program signals into packet-switched data for transmission to a hardware component by means of a packet-switching network, and","1","3","5","4","2",2
"33406","7356046-0001","7356046","3) a third transmission portion configured to generate commands to satisfy at least one host application computer program handshaking protocol; and","1","3","6","4","2",2
"33407","7356046-0001","7356046","ii) instructions for receiving data from a hardware component, comprising:","1","2","7","3","2",2
"33408","7356046-0001","7356046","1) a first receiving portion configured to accept packet-switched data from the packet-switching network,","1","7","8","4","2",2
"33409","7356046-0001","7356046","2) a second receiving portion configured to convert the packet-switched data into non-packet-switched signals having a format compatible with the host application computer program, and","1","7","9","4","2",2
"33410","7356046-0001","7356046","3) a third receiving portion configured to generate commands to satisfy at least one host application computer program handshaking protocol; and","1","7","10","4","2",2
"33411","7356046-0001","7356046","b) a hardware component proximate the remote device, comprising:","1","1","11","2","2",2
"33412","7356046-0001","7356046","i) a transceiver portion electrically coupled to the packet-switching network and configured to:","1","11","12","3","2",2
"33413","7356046-0001","7356046","1) accept packet-switched signal data from the software component, and","1","12","13","4","2",2
"33414","7356046-0001","7356046","2) send packet-switched data to the software component;","1","12","14","4","2",2
"33415","7356046-0001","7356046","ii) a remote processor coupled between the transceiver portion and the remote device, the remote processor being configured to:","1","11","15","3","2",2
"33416","7356046-0001","7356046","1) convert packet-switched data received from the transceiver to non-packet-switched signals having a format compatible with the remote device, and","1","15","16","4","2",2
"33417","7356046-0001","7356046","2) convert non-packet-switched signals from the remote device to packet-switched data; and","1","15","17","4","2",2
"33418","7356046-0001","7356046","iii) a bidirectional data interface electrically coupled to the remote device and the remote processor to communicate signals from the remote device to the remote processor and to communicate signals from the remote processor to the remote device,","1","11","18","3","2",2
"33419","7356046-0001","7356046","wherein the control station and the remote device are in communication with each other via the packet-switching network, the control station and remote device using non-packet-switched signals to effect the communication.","1","11","19","3","2",2
"33449","7359572-0015","7359572","15. a method performed by a computer of processing a digital image, the method comprising: [[42]] ","15","0","35","1","1",1
"33450","7359572-0015","7359572","analyzing exposure data for the digital image, wherein the exposure data comprises luminance values for pixels in the digital image, and wherein the luminance values are represented in a luminance value histogram;","15","35","36","2","1",1
"33451","7359572-0015","7359572","extracting parameters from the luminance value histogram, the parameters comprising maxlevel, wherein maxlevel is maximum luminance value in the luminance value histogram;","15","35","37","2","1",1
"33452","7359572-0015","7359572","assigning an image classification selected from a group of plural image classifications to the digital image based on the analyzing;","15","35","38","2","1",1
"33453","7359572-0015","7359572","selecting an exposure compensation technique for the digital image based on the image classification; and","15","35","39","2","1",1
"33454","7359572-0015","7359572","producing transform data comprising a transformation of the exposure data for the digital image by applying a gamma curve to the luminance value histogram;","15","35","40","2","1",1
"33455","7359572-0015","7359572","wherein the gamma curve is a positive gamma curve with a gamma parameter used to increase luminance values, and wherein the applying comprises mapping the luminance value y of each pixel in the digital image to a new luminance value y′ according to the following equation:","15","35","41","2","1",1
"33521","7365923-0001","7365923","1. an opto-electronic device comprising:","1","0","1","1","2",2
"33522","7365923-0001","7365923","an optical sub-assembly for converting optical signals into electrical signals or electrical signals into optical signals, the optical sub-assembly including a rear header forming the rear end thereof with electrical leads extending therefrom;","1","1","2","2","2",2
"33523","7365923-0001","7365923","a housing including a heat dissipating cover for supporting the optical sub-assembly; and","1","1","3","2","2",2
"33524","7365923-0001","7365923","a thermally conductive heat sinking tab for transferring heat from the optical sub-assembly to the heat dissipating cover;","1","1","4","2","2",2
"33525","7365923-0001","7365923","wherein the heat sinking tab includes: a mounting plate for mounting only on the rear end of the optical sub-assembly covering the rear header, with slots in the mounting plate through which the electrical leads extend, and a finger for extending into contact with or close proximity to the heat dissipating cover.","1","1","5","2","2",2
"33795","7387650-0001","7387650","1. a fuel cell power generation apparatus comprising:","1","0","1","1","2",2
"33796","7387650-0001","7387650","a fuel reforming device operable to reform a gas;","1","1","2","2","2",2
"33797","7387650-0001","7387650","a fuel cell body including an anode, the fuel cell body being operable to discharge an anode exhaust gas from the anode;","1","1","3","2","2",2
"33798","7387650-0001","7387650","raw gas feeding means for feeding into the fuel reforming device at least one raw gas of a burner exhaust gas discharged from a heating burner of the fuel reforming device, exhaust air discharged from a cathode of the fuel cell body, and air from outside the fuel cell power generation apparatus;","1","1","4","2","2",2
"33799","7387650-0001","7387650","inert gas formation means for removing oxygen from the at least one raw gas and generating an inert gas, the inert gas formation means including an oxidizable and reducible oxygen adsorbent; and","1","1","5","2","2",2
"33800","7387650-0001","7387650","adsorbent reduction means for reducing the oxygen adsorbent by feeding the reformed gas from the fuel reforming device or the anode exhaust gas from the fuel cell body into the oxygen adsorbent of the inert gas formation means, wherein","1","1","6","2","2",2
"33801","7387650-0001","7387650","the oxidizable and reducible oxygen adsorbent includes at least one of chromium (cr), manganese (mn), iron (fe), cobalt (co), nickel (ni), copper (cu), and zinc (zn), and","1","1","7","2","2",2
"33802","7387650-0001","7387650","the oxygen adsorbent is disposed in at least one of a location between a reforming catalyst layer and a co conversion catalyst layer provided in the fuel reforming device, a location upstream of the reforming catalyst layer within the fuel reforming device, and a location in the reforming catalyst layer provided in the fuel reforming device.","1","1","8","2","2",2
"34058","7410226-0014","7410226","14. an extensible support system for a monitor, said system comprising: [[61]] an extensible support column coupled to said cabinet base; [[62]] a receiving component coupled to said extensible support column; [[63]] an engaging bracket coupled to said cabinet back and configured to gravitationally fasten to said receiving component; and [[64]] a monitor support bracket coupled to said extensible support column and said monitor, and configured to maintain a viewing plane of said monitor substantially parallel to said cabinet back.","14","0","54","1","2",2
"34059","7410226-0014","7410226","a cabinet comprising:","14","54","55","2","2",2
"34060","7410226-0014","7410226","a substantially horizontal cabinet base;","14","55","56","3","2",2
"34061","7410226-0014","7410226","a cabinet back substantially perpendicularly coupled to said cabinet base;","14","55","57","3","2",2
"34062","7410226-0014","7410226","a pair of cabinet sides, wherein each of said sides is substantially perpendicularly coupled to said cabinet base and said cabinet back; and","14","55","58","3","2",2
"34063","7410226-0014","7410226","a cabinet front substantially perpendicularly coupled to said cabinet base and said pair of cabinet sides; and","14","55","59","3","2",2
"34064","7410226-0014","7410226","a lift apparatus comprising:","14","54","60","2","2",2
"34630","7468531-0001","7468531","1. an imaging apparatus comprising:","1","0","1","1","2",2
"34631","7468531-0001","7468531","a plurality of pixels arranged on an insulating substrate, each of the plurality of pixels comprising:","1","1","2","2","2",2
"34632","7468531-0001","7468531","a thin-film transistor having a source electrode and a drain electrode;","1","1","3","2","2",2
"34633","7468531-0001","7468531","a conversion element arranged over the thin-film transistor; and","1","1","4","2","2",2
"34634","7468531-0001","7468531","an insulating film arranged between the thin-film transistor and the conversion element,","1","1","5","2","2",2
"34635","7468531-0001","7468531","wherein the plurality of pixels include a pixel in which, through a contact hole provided in the insulating film, the source electrode or the drain electrode of the thin-film transistor and the conversion element are connected with each other; and a pixel in which the conversion element, the insulating film, and an electroconductive layer electrically connected to the source electrode or the drain electrode of the thin-film transistor are removed together so that an electric connection between the thin-film transistor and the conversion element is discontinued.","1","1","6","2","2",2
"34733","7473974-0020","7473974","20. a semiconductor circuit device, comprising:","20","0","54","1","2",2
"34734","7473974-0020","7473974","a plurality of protection circuits comprising:","20","54","55","2","2",2
"34735","7473974-0020","7473974","a first protection circuit comprising:","20","55","56","3","2",2
"34736","7473974-0020","7473974","a ring gate to which a first potential is applied;","20","56","57","4","2",2
"34737","7473974-0020","7473974","a first impurity diffusion layer formed inside the ring gate; and","20","56","58","4","2",2
"34738","7473974-0020","7473974","a second impurity diffusion layer formed outside the ring gate; and","20","56","59","4","2",2
"34739","7473974-0020","7473974","a second protection circuit, distinct from the first protection circuit, comprising:","20","55","60","3","2",2
"34740","7473974-0020","7473974","a ring gate to which a first potential is applied;","20","60","61","4","2",2
"34741","7473974-0020","7473974","a first impurity diffusion layer formed inside the ring gate; and","20","60","62","4","2",2
"34742","7473974-0020","7473974","a second impurity diffusion layer formed outside the ring gate; and","20","60","63","4","2",2
"34743","7473974-0020","7473974","a shield electrode for element isolation, formed between the first protection circuit and the second protection circuit, such that said device is devoid of an element isolation insulating layer between the first protection circuit and the second protection circuit,","20","54","64","2","2",2
"34744","7473974-0020","7473974","wherein in at least one of said first and second protection circuits, one of said first and second impurity diffusion layers is connected to a circuit to be protected, and the other of said first and second impurity diffusion layers receives the first potential,","20","54","65","2","2",2
"34745","7473974-0020","7473974","wherein said ring gates from said first and second protection circuits and the shield electrodes from said first and second protection circuits are the same layer.","20","54","66","2","2",2
"34793","7478764-0001","7478764","1. a fluidic oscillator that operates on a pressurized liquid flowing through said oscillator to generate an exhaust flow in the form of a spray of liquid droplets into a surrounding gaseous environment, said oscillator comprising:","1","0","1","1","2",2
"34794","7478764-0001","7478764","an inlet for said pressurized liquid,","1","1","2","2","2",2
"34795","7478764-0001","7478764","an outlet from which said exhaust flows,","1","1","3","2","2",2
"34796","7478764-0001","7478764","a channel connecting said inlet and outlet and having a floor, sidewalls and a centerline,","1","1","4","2","2",2
"34797","7478764-0001","7478764","a throat situated at a point between said inlet and outlet and formed by the converging of said channel sidewalls,","1","1","5","2","2",2
"34798","7478764-0001","7478764","a barrier located proximate said throat and rising from said channel floor so as to divide said channel in the region of said barrier into what are herein defined as two power nozzles,","1","1","6","2","2",2
"34799","7478764-0001","7478764","each of said power nozzles having a furtherest downstream portion whose cross section is characterized by a herein defined length l and the herein defined angle ζ that a centerline projecting normal to said cross section makes with said channel centerline,","1","1","7","2","2",2
"34800","7478764-0001","7478764","wherein said barrier having a specified width that is characterized by the herein defined length b between the furtherest downstream portions of said barrier,","1","1","8","2","2",2
"34801","7478764-0001","7478764","an interaction recess on the downstream side of said barrier and proximate said throat that is characterized by a herein defined depth t,","1","1","9","2","2",2
"34802","7478764-0001","7478764","an expansion section formed by said channel sidewalls diverging downstream of said throat, with the furtherest downstream portions of said expansion section sidewalls forming said oscillator outlet,","1","1","10","2","2",2
"34803","7478764-0001","7478764","wherein said expansion section characterized by a herein defined downstream length s and the herein defined angle ψ that said expansion section sidewalls make with said channel centerline,","1","1","11","2","2",2
"34804","7478764-0001","7478764","wherein said oscillator is configured so as to control the lateral rate of spread of said liquid droplets from said oscillator by specifying the parameters l, b, ζ, t, s and ψ.","1","1","12","2","2",2
"35713","7555465-0001","7555465","1. a method of exposing a single aggregated data structure containing a list of available video and audio content from a plurality of content providers who interact directly with end-users and specifically offer video and/or audio content directly to end-users and for relaying a request to access video and audio content from a specific content provider, comprising:","1","0","1","1","1",1
"35714","7555465-0001","7555465","receiving a first request for available video and audio content from a player device;","1","1","2","2","1",1
"35715","7555465-0001","7555465","receiving a pre-determined data structure containing a list of available video and audio content from each of said plurality of content providers;","1","1","3","2","1",1
"35716","7555465-0001","7555465","ascertaining content identifiers located in said pre-determined data structure;","1","1","4","2","1",1
"35717","7555465-0001","7555465","matching same content from distinct content providers using said content identifiers;","1","1","5","2","1",1
"35718","7555465-0001","7555465","combining same content from said distinct content providers into a single entry in said list of available video and audio content;","1","1","6","2","1",1
"35719","7555465-0001","7555465","populating said single entry with list of distinct content providers who offer said same content;","1","1","7","2","1",1
"35720","7555465-0001","7555465","storing each said list of available video and audio content into a computer based repository of available video and audio content; and","1","1","8","2","1",1
"35721","7555465-0001","7555465","returning said single aggregated data structure containing a list of available video and audio content to said player device in response to said first request;","1","1","9","2","1",1
"35722","7555465-0001","7555465","receiving a second request to access said content from a player device;","1","1","10","2","1",1
"35723","7555465-0001","7555465","sending a third request to access said content to said specific content provider;","1","1","11","2","1",1
"35724","7555465-0001","7555465","receiving a first response to access said content from said specific content provider;","1","1","12","2","1",1
"35725","7555465-0001","7555465","sending a second response to access said content to said player device.","1","1","13","2","1",1
"35902","7566895-0001","7566895","1. a phase change memory device, comprising:","1","0","1","1","2",2
"35903","7566895-0001","7566895","a substrate comprising a stacked structure, the stacked structure comprises a plurality of insulating layers and conductive layers, wherein any two of the adjacent conductive layers of the stacked structure are spaced apart by one of the insulating layers;","1","1","2","2","2",2
"35904","7566895-0001","7566895","a first electrode structure with a first sidewall and a second sidewall formed on the stacked structure;","1","1","3","2","2",2
"35905","7566895-0001","7566895","a plurality of heating electrodes placed on the conductive layers and adjoining the first sidewall and the second sidewall of the first electrode structure;","1","1","4","2","2",2
"35906","7566895-0001","7566895","a pair of phase change material spacers placed on the first sidewall and the second sidewall of the first electrode structure covering the plurality of heating electrodes.","1","1","5","2","2",2
"36209","7591972-0001","7591972","1. a method for de-molding a plurality of golf balls or golf ball precursor products from an injection mold assembly, the method comprising:","1","0","1","1","1",1
"36210","7591972-0001","7591972","injecting a polymer material into a plurality of cavities of a mold to form a layer for a golf ball, the mold comprising a first mold half and a second mold half engaged together, the first mold half having a first pin comprising a base, a first taper section and a second taper section, the second mold half having a first bushing with a first cavity, a second cavity and a third cavity, the first pin of the first mold half engaged within the first bushing of the second mold half;","1","1","2","2","1",1
"36211","7591972-0001","7591972","exerting a lateral force on the second mold half by use of a spring assembly;","1","1","3","2","1",1
"36212","7591972-0001","7591972","vertically separating the first mold half from the second mold half a first vertical distance corresponding to a depth of the first cavity and laterally moving the second mold half relative to the first mold half a first lateral distance, the first lateral distance corresponding to a radius of the first cavity; and","1","1","4","2","1",1
"36213","7591972-0001","7591972","vertically separating the first mold half from the second mold half a second vertical distance corresponding to a depth of the second cavity and laterally moving the second mold half relative to the first mold half a second lateral distance, the second lateral distance corresponding to a radius of the second cavity minus the radius of the first cavity.","1","1","5","2","1",1
"37508","7694940-0009","7694940","9. a jack apparatus comprising:","9","0","29","1","2",2
"37509","7694940-0009","7694940","a hydraulic jacking cylinder including an outer housing cylinder;","9","29","30","2","2",2
"37510","7694940-0009","7694940","an inner piston cylinder disposed in the outer cylinder;","9","30","31","3","2",2
"37511","7694940-0009","7694940","a piston reciprocally mounted in the inner cylinder;","9","30","32","3","2",2
"37512","7694940-0009","7694940","the space between the outer cylinder and the inner cylinder defining a reservoir for hydraulic fluid;","9","30","33","3","2",2
"37513","7694940-0009","7694940","a space in the inner cylinder underneath the piston defining a piston cavity for hydraulic fluid;","9","30","34","3","2",2
"37514","7694940-0009","7694940","at least one pump for moving hydraulic fluid from the reservoir to the piston cavity; and","9","29","35","2","2",2
"37515","7694940-0009","7694940","a conduit in communication with the at least one pump in the reservoir, the conduit being weighted and of a sufficient length such that the conduit moves by gravity to a low elevation in the reservoir in accordance with the orientation of the hydraulic cylinder for continuously providing hydraulic fluid to the at least one pump from the reservoir, the conduit including an opening for fluid flow into the conduit and at least one aperture extending through the conduit proximate to the opening; wherein the conduit includes a flexible tube; the tube including a first end, a second end and an anchor member; the tube first end being in communication with the at least one pump; the anchor member defining the weighting for the conduit; the anchor member including oppositely disposed first and second edges and a bore extending from the first edge to the second edge; the anchor member coupled to the second end of the tube proximate to the first edge of the anchor member, the second edge of the anchor member defining the opening for fluid flow of the conduit, wherein the at least one aperture extends inward from the second edge of the anchor member.","9","29","36","2","2",2
"37989","7729538-0024","7729538","24. a method for facilitating recognition, comprising:","24","0","35","1","1",1
"37990","7729538-0024","7729538","receiving at least one p-dimensional input comprising a plurality of strokes that are generated in a non-linear sequence in time;","24","35","36","2","1",1
"37991","7729538-0024","7729538","determining at least two potential groupings of strokes associated with the input based at least in part on a predetermined proximity threshold between respective strokes associated with the input and a predetermined maximum number of strokes per entity, to facilitate recognizing at least one entity;","24","35","37","2","1",1
"37992","7729538-0024","7729538","determining a respective best recognition result for each subset of strokes associated with each potential grouping of the at least two potential groupings, wherein each potential grouping can comprise one or more subsets of strokes corresponding to one or more entities of the at least one entity;","24","35","38","2","1",1
"37993","7729538-0024","7729538","calculating a combination cost relating to the cost of combining the respective best recognition results associated with each potential grouping of the at least two potential groupings;","24","35","39","2","1",1
"37994","7729538-0024","7729538","calculating a respective total cost for each potential grouping of the at least two potential groupings as a function of respective combination costs of each potential grouping of the at least two potential groupings;","24","35","40","2","1",1
"37995","7729538-0024","7729538","selecting a potential grouping of the at least two potential groupings that has a best cost as a best grouping of strokes;","24","35","41","2","1",1
"37996","7729538-0024","7729538","utilizing the best grouping of strokes to facilitate recognizing the at least one entity in the input; and","24","35","42","2","1",1
